**harm,**harte,**timestamp,**phrase,**leadinstrument,**kern,**silbe,**kern_2,**silbe_2,**duration,**rhyme,**valence,**arousal,**rms,**kern_3,**silbe_3,**kern_4,**silbe_4,**kern_5,**silbe_5,**harm_2,**harte_2,**stress
2-VI,A:maj,90.366,.,voice,r,.,1r,.,8.0,.,,,,1r,.,,,,,,,
2-VII,B:maj,91.338,.,voice,e,_,.,.,8.0,.,,,,.,.,,,,,,,
1i,C#:min,92.309,.,voice,g#,may-,1r,.,8.0,.,,,,1r,.,,,,,,,
2-VI,A:maj,94.252,.,voice,d#,Psy-,1r,.,8.0,.,,,,1r,.,,,,,,,
2-VII,B:maj,95.223,.,voice,r,.,.,.,8.0,.,,,,.,.,,,,,,,
*>Letter>B,*>Letter>B,*>Letter>B,*>Letter>B,*>Letter>B,*>Letter>B,*>Letter>B,*>Letter>B,*>Letter>B,1.0,*>Letter>B,,,,*>Letter>B,*>Letter>B,,,,,,,
*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,1.0,*>Label>Chorus,,,,*>Label>Chorus,*>Label>Chorus,,,,,,,
1i,C#:min,96.195,newline,voice,r,.,1r,.,8.0,.,,,,1r,.,,,,,,,
2-VI,A:maj,98.122,.,voice,r,.,1r,.,8.0,.,,,,1r,.,,,,,,,
2-VII,B:maj,99.085,.,voice,b,wa-,.,.,4.0,.,,,,.,.,,,,,,,
2-VI,A:maj,101.976,.,voice,f#,pri-,1r,.,8.0,.,,,,1r,.,,,,,,,
2-VII,B:maj,102.94,.,voice,r,.,.,.,8.0,.,,,,.,.,,,,,,,
1i,C#:min,103.904,newline,voice,r,.,1r,.,8.0,.,,,,1r,.,,,,,,,
2-VI,A:maj,105.843,.,voice,r,.,1r,.,8.0,.,,,,1r,.,,,,,,,
2-VII,B:maj,106.813,.,voice,b,wa-,.,.,4.0,.,,,,.,.,,,,,,,
2-VI,A:maj,109.722,.,voice,f#,tricks,1r,.,8.0,.,,,,1r,.,,,,,,,
2-VII,B:maj,110.692,.,voice,r,.,.,.,2.0,.,,,,.,.,,,,,,,
*>Letter>D,*>Letter>D,*>Letter>D,*>Letter>D,*>Letter>D,*>Letter>D,*>Letter>D,*>Letter>D,*>Letter>D,1.0,*>Letter>D,,,,*>Letter>D,*>Letter>D,,,,,,,
*>Label>Solo,*>Label>Solo,*>Label>Solo,*>Label>Solo,*>Label>Solo,*>Label>Solo,*>Label>Solo,*>Label>Solo,*>Label>Solo,1.0,*>Label>Solo,,,,*>Label>Solo,*>Label>Solo,,,,,,,
1i,C#:min,111.662,newline,synthesizer,r,.,1r,.,1.0,.,,,,1r,.,,,,,,,
2-VI,A:maj,113.587,.,synthesizer,r,.,1r,.,1.0,.,,,,1r,.,,,,,,,
1i,C#:min,115.513,.,synthesizer,r,.,1r,.,1.0,.,,,,1r,.,,,,,,,
2-VI,A:maj,117.438,.,synthesizer,r,.,1r,.,1.0,.,,,,1r,.,,,,,,,
1i,C#:min,119.364,newline,synthesizer,r,.,1r,.,1.0,.,,,,1r,.,,,,,,,
2-VI,A:maj,121.301,.,synthesizer,r,.,1r,.,1.0,.,,,,1r,.,,,,,,,
1i,C#:min,123.237,.,synthesizer,r,.,1r,.,1.0,.,,,,1r,.,,,,,,,
2-VI,A:maj,125.174,.,synthesizer,r,.,1r,.,1.0,.,,,,1r,.,,,,,,,
1i,C#:min(b13),127.111,newline,synthesizer,r,.,1r,.,1.0,.,,,,1r,.,,,,,,,
1i,C#:min(b13),129.043,.,synthesizer,r,.,1r,.,1.0,.,,,,1r,.,,,,,,,
1i,C#:min(b13),130.975,.,synthesizer,r,.,1r,.,1.0,.,,,,1r,.,,,,,,,
1i,C#:min(b13),132.906,.,synthesizer,r,.,1r,.,1.0,.,,,,1r,.,,,,,,,
1i,C#:min(b13),134.838,newline,synthesizer,r,.,1r,.,1.0,.,,,,1r,.,,,,,,,
1i,C#:min(b13),136.786,.,synthesizer,r,.,1r,.,1.0,.,,,,1r,.,,,,,,,
1i,C#:min(b13),138.735,.,synthesizer,r,.,1r,.,1.0,.,,,,1r,.,,,,,,,
2-VI,A:maj,140.683,.,synthesizer,r,.,1r,.,2.0,.,,,,1r,.,,,,,,,
2-VII,B:maj,141.657,.,synthesizer,r,.,.,.,8.0,.,,,,.,.,,,,,,,
*>Letter>E,*>Letter>E,*>Letter>E,*>Letter>E,*>Letter>E,*>Letter>E,*>Letter>E,*>Letter>E,*>Letter>E,1.0,*>Letter>E,,,,*>Letter>E,*>Letter>E,,,,,,,
*>Label>Bridge,*>Label>Bridge,*>Label>Bridge,*>Label>Bridge,*>Label>Bridge,*>Label>Bridge,*>Label>Bridge,*>Label>Bridge,*>Label>Bridge,1.0,*>Label>Bridge,,,,*>Label>Bridge,*>Label>Bridge,,,,,,,
1i,C#:min,142.631,newline,voice,e,me?,1r,.,8.0,C,,,,1r,.,,,,,,,
1i,C#:min(11),144.556,.,voice,r,.,2r,.,12.0,.,,,,2r,.,,,,,,,
1i,C#:min,146.481,.,voice,r,.,1r,.,2.0,.,,,,1r,.,,,,,,,
1-VI,A:maj,148.407,.,voice,f#,-man,4r,.,4.0,.,,,,4r,.,,,,,,,
1i,C#:min,150.332,newline,voice,r,.,1r,.,16.0,.,,,,1r,.,,,,,,,
1-VI7,A:maj7,152.268,.,voice,r,.,1r,.,8.0,.,,,,1r,.,,,,,,,
1i,C#:min,154.204,.,voice,a,won-,1r,.,16.0,.,,,,1r,.,,,,,,,
2-VI,A:maj,156.14,.,voice,r,.,1r,.,8.0,.,,,,1r,.,,,,,,,
2-VII,B:maj,157.108,.,voice,ff#,??,.,.,8.0,.,,,,.,.,,,,,,,
*>Letter>B,*>Letter>B,*>Letter>B,*>Letter>B,*>Letter>B,*>Letter>B,*>Letter>B,*>Letter>B,*>Letter>B,1.0,*>Letter>B,,,,*>Letter>B,*>Letter>B,,,,,,,
*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,1.0,*>Label>Chorus,,,,*>Label>Chorus,*>Label>Chorus,,,,,,,
1i,C#:min,158.076,newline,voice,r,.,1r,.,8.0,.,,,,1r,.,,,,,,,
2-VI,A:maj,160.012,.,voice,r,.,1r,.,8.0,.,,,,1r,.,,,,,,,
2-VII,B:maj,160.981,.,voice,b,wa-,.,.,4.0,.,,,,.,.,,,,,,,
2-VI,A:maj,163.885,.,voice,f#,pri-,1r,.,8.0,.,,,,1r,.,,,,,,,
2-VII,B:maj,164.854,.,voice,r,.,.,.,8.0,.,,,,.,.,,,,,,,
1i,C#:min,165.822,newline,voice,r,.,1r,.,8.0,.,,,,1r,.,,,,,,,
2-VI,A:maj,167.744,.,voice,r,.,1r,.,8.0,.,,,,1r,.,,,,,,,
2-VII,B:maj,168.706,.,voice,b,wa-,.,.,4.0,.,,,,.,.,,,,,,,
2-VI,A:maj,171.59,.,voice,f#,just,1r,.,8.0,.,,,,1r,.,,,,,,,
2-VII,B:maj,172.551,.,voice,r,.,.,.,2.0,.,,,,.,.,,,,,,,
1i,C#:min,173.513,newline,voice,r,.,1r,.,8.0,.,,,,1r,.,,,,,,,
2-VI,A:maj,175.45,.,voice,r,.,1r,.,8.0,.,,,,1r,.,,,,,,,
2-VII,B:maj,176.418,.,voice,b,wa-,.,.,4.0,.,,,,.,.,,,,,,,
2-VI,A:maj,179.324,.,voice,f#,pri-,4cc#,_,8.0,.,,,,1r,.,,,,,,,
2-VII,B:maj,180.292,.,voice,B,whoa-,2r,.,8.0,.,,,,.,.,,,,,,,
1i,C#:min,181.261,newline,voice,r,.,1r,.,8.0,.,,,,1r,.,,,,,,,
2-VI,A:maj,183.19,.,voice,r,.,1r,.,8.0,.,,,,1r,.,,,,,,,
2-VII,B:maj,184.154,.,voice,b,wa-,.,.,4.0,.,,,,.,.,,,,,,,
2-VI,A:maj,187.048,.,voice,f#,tricks,2r,.,8.0,.,,,,1r,.,,,,,,,
2-VII,B:maj,188.013,.,voice,r,.,8r,.,2.0,.,,,,.,.,,,,,,,
*>Letter>B,*>Letter>B,*>Letter>B,*>Letter>B,*>Letter>B,*>Letter>B,*>Letter>B,*>Letter>B,*>Letter>B,1.0,*>Letter>B,,,,*>Letter>B,*>Letter>B,,,,,,,
*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,1.0,*>Label>Chorus,,,,*>Label>Chorus,*>Label>Chorus,,,,,,,
1i,C#:min,188.977,newline,voice,r,.,8c# 8e,me?,8.0,.,,,,1r,.,,,,,,,
2-VI,A:maj,190.909,.,voice,r,.,1r,.,8.0,.,,,,1r,.,,,,,,,
2-VII,B:maj,191.875,.,voice,b,wa-,.,.,4.0,.,,,,.,.,,,,,,,
2-VI,A:maj,194.772,.,voice,r,.,16cc#],_,2.0,.,,,,1r,.,,,,,,,
2-VII,B:maj,195.738,.,voice,r,.,4e],.,8.0,.,,,,.,.,,,,,,,
1i,C#:min,196.704,newline,voice,r,.,1r,.,8.0,.,,,,1r,.,,,,,,,
2-VI,A:maj,198.653,.,voice,r,.,1r,.,8.0,.,,,,1r,.,,,,,,,
2-VII,B:maj,199.628,.,voice,b,wa-,.,.,4.0,.,,,,.,.,,,,,,,
2-VI,A:maj,202.552,.,voice,f#,can,4cc#,_,8.0,.,,,,1r,.,,,,,,,
2-VII,B:maj,203.527,.,voice,r,.,8r,.,2.0,.,,,,.,.,,,,,,,
1i,C#:min,204.502,newline,voice,r,.,8c# 8e,_,8.0,.,,,,1r,.,,,,,,,
2-VI,A:maj,206.43,.,voice,r,.,1r,.,8.0,.,,,,1r,.,,,,,,,
2-VII,B:maj,207.394,.,voice,b,wa-,.,.,4.0,.,,,,.,.,,,,,,,
2-VI,A:maj,210.286,.,voice,r,.,16e,_,2.0,.,,,,1r,.,,,,,,,
2-VII,B:maj,211.25,.,voice,B,Whoa-,8r,.,8.0,.,,,,.,.,,,,,,,
*>Label>>Fadeout,*>Label>>Fadeout,*>Label>>Fadeout,*>Label>>Fadeout,*>Label>>Fadeout,*>Label>>Fadeout,*>Label>>Fadeout,*>Label>>Fadeout,*>Label>>Fadeout,1.0,*>Label>>Fadeout,,,,*>Label>>Fadeout,*>Label>>Fadeout,,,,,,,
1i,C#:min,212.214,newline,voice,r,.,1r,.,8.0,.,,,,1r,.,,,,,,,
2-VI,A:maj,214.151,.,voice,r,.,1r,.,8.0,.,,,,1r,.,,,,,,,
2-VII,B:maj,215.119,.,voice,b,wa-,.,.,4.0,.,,,,.,.,,,,,,,
2-VI,A:maj,218.024,.,voice,f#,tricks,2r,.,8.0,.,,,,1r,.,,,,,,,
2-VII,B:maj,218.992,.,voice,r,.,8r,.,2.0,.,,,,.,.,,,,,,,
1i,C#:min,219.961,newline,voice,r,.,8c# 8e,me?,8.0,.,,,,1r,.,,,,,,,
2-VI,A:maj,221.892,.,voice,r,.,1r,.,8.0,.,,,,1r,.,,,,,,,
2-VII,B:maj,222.858,.,voice,b,wa-,.,.,4.0,.,,,,.,.,,,,,,,
2-VI,A:maj,225.756,.,voice,f#,pri-,2r,.,6.0,.,,,,1r,.,,,,,,,
2-VII,B:maj,226.722,.,voice,c#,_,8r,.,8.0,.,,,,.,.,,,,,,,
1i,C#:min,227.687,newline,voice,r,.,1r,.,8.0,.,,,,1r,.,,,,,,,
2-VI,A:maj,229.628,.,voice,r,.,1r,.,8.0,.,,,,1r,.,,,,,,,
2-VII,B:maj,230.599,.,voice,b,wa-,.,.,4.0,.,,,,.,.,,,,,,,
2-VI,A:maj,233.51,.,voice,f#,tricks,1r,.,8.0,.,,,,1r,.,,,,,,,
2-VII,B:maj,234.48,.,voice,r,.,.,.,2.0,.,,,,.,.,,,,,,,
1r;,N,235.45,.,r,r,.,r;,.,1.0,.,,,,r;,.,,,,,,,
1r;,N,241.659,.,r,r,.,r;,.,1.0,.,,,,r;,.,,,,,,,
1r;,N,0,.,r,r,.,r;,.,1.0,.,,,,,,,,,,,,
1r;,N,1.123,.,r,r,.,r;,.,1.0,.,,,,,,,,,,,,
*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,1.0,*>Letter>C,,,,,,,,,,,,
*>Label>Intro,*>Label>Intro,*>Label>Intro,*>Label>Intro,*>Label>Intro,*>Label>Intro,*>Label>Intro,*>Label>Intro,*>Label>Intro,1.0,*>Label>Intro,,,,,,,,,,,,
1Im7,E:7,2.673,newline,r,r,.,1r,.,1.0,.,,,,,,,,,,,,
1Im7,E:7,4.15,.,r,r,.,1r,.,1.0,.,,,,,,,,,,,,
1Im7,E:7,5.627,.,r,r,.,1r,.,1.0,.,,,,,,,,,,,,
*>Letter>A,*>Letter>A,*>Letter>A,*>Letter>A,*>Letter>A,*>Letter>A,*>Letter>A,*>Letter>A,*>Letter>A,1.0,*>Letter>A,,,,,,,,,,,,
*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,1.0,*>Label>Verse,,,,,,,,,,,,
1Im7,E:7,8.582,newline,voice,e,_,1r,.,4.0,.,,,,,,,,,,,,
1Im7,E:7,10.067,.,voice,e,_,1r,.,4.0,.,,,,,,,,,,,,
1IVm7,A:7,11.551,.,voice,e,know,1r,.,4.0,.,,,,,,,,,,,,
1Im7,E:7,13.036,.,voice,e,_,1r,.,4.0,.,,,,,,,,,,,,
1Im7,E:7,14.521,newline,voice,e,way,1r,.,4.0,.,,,,,,,,,,,,
1V7,B:7,17.505,.,voice,d,_,1r,.,8.0,.,,,,,,,,,,,,
1V7,B:7,18.997,.,voice,r,.,1r,.,2.0,.,,,,,,,,,,,,
1Im7,E:7,20.489,newline,voice,B,how,4G#,how,4.0,.,,,,,,,,,,,,
1Im7b,E:7/3,21.979,.,voice,e,_,4B],_,4.0,.,,,,,,,,,,,,
1IVm7,A:7,23.469,.,voice,f#,_,8A],_,8.0,.,,,,,,,,,,,,
1-VI,C:maj,24.959,.,voice,ee_,_,2c_,_,2.0,.,,,,,,,,,,,,
1Im7,E:7,26.449,newline,voice,e,saw,2B,saw,2.0,.,,,,,,,,,,,,
1V7,B:7,27.947,.,voice,B,stand-,[2F#,stand-,2.0,D,,,,,,,,,,,,
1Im7,E:7,29.445,.,voice,E,_,4E],_,4.0,.,,,,,,,,,,,,
1Im7,E:7,30.942,.,voice,r,.,1r,.,2.0,.,,,,,,,,,,,,
*>Letter>A,*>Letter>A,*>Letter>A,*>Letter>A,*>Letter>A,*>Letter>A,*>Letter>A,*>Letter>A,*>Letter>A,1.0,*>Letter>A,,,,,,,,,,,,
*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,1.0,*>Label>Verse,,,,,,,,,,,,
1Im7,E:7,32.44,newline,voice,e,_,1r,.,4.0,.,,,,,,,,,,,,
1Im7,E:7,33.919,.,voice,e,_,1r,.,4.0,.,,,,,,,,,,,,
1IVm7,A:7,35.398,.,voice,e,_,1r,.,4.0,.,,,,,,,,,,,,
1Im7,E:7,36.877,.,voice,e,_,1r,.,4.0,.,,,,,,,,,,,,
1Im7,E:7,38.356,newline,voice,e,-fore,1r,.,4.0,.,,,,,,,,,,,,
1Im7,E:7,39.847,.,voice,f#,_,1r,.,8.0,.,,,,,,,,,,,,
1V7,B:7,41.338,.,voice,d,_,1r,.,8.0,.,,,,,,,,,,,,
1V7,B:7,42.829,.,voice,r,.,1r,.,1.0,.,,,,,,,,,,,,
1Im7,E:7,44.319,newline,voice,B,She,4G#,She,4.0,A,,,,,,,,,,,,
1Im7b,E:7/3,45.794,.,voice,e,_,4B],_,4.0,.,,,,,,,,,,,,
1IVm7,A:7,47.268,.,voice,f#,_,8A],_,8.0,.,,,,,,,,,,,,
1-VI,C:maj,48.742,.,voice,ee_,_,2c_,_,2.0,.,,,,,,,,,,,,
1Im7,E:7,50.216,newline,voice,e,saw,2B,saw,2.0,.,,,,,,,,,,,,
1V7,B:7,51.701,.,voice,B,stand-,[2F#,stand-,2.0,D,,,,,,,,,,,,
1Im7,E:7,53.185,.,voice,E,_,4E],_,4.0,.,,,,,,,,,,,,
1Im7,E:7,54.67,.,voice,r,.,2r,.,2.0,.,,,,,,,,,,,,
*>Letter>B,*>Letter>B,*>Letter>B,*>Letter>B,*>Letter>B,*>Letter>B,*>Letter>B,*>Letter>B,*>Letter>B,1.0,*>Letter>B,,,,,,,,,,,,
*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,1.0,*>Label>Chorus,,,,,,,,,,,,
1IVm7,A:7,56.154,newline,voice,g,heart,2A,heart,2.0,.,,,,,,,,,,,,
1IVm7,A:7,57.658,.,voice,e,_,4A],_,4.0,.,,,,,,,,,,,,
1IVm7,A:7,59.162,.,voice,g,crossed,2A,crossed,2.0,.,,,,,,,,,,,,
1IVm7,A:7,60.666,.,voice,e,_,4A],_,4.0,.,,,,,,,,,,,,
1IVm7,A:7,62.17,newline,voice,g,held,2A,held,2.0,.,,,,,,,,,,,,
1IVm7,A:7,63.702,.,voice,e,_,4A],_,4.0,.,,,,,,,,,,,,
1V7,B:7,65.233,.,voice,f#,mine,4B,mine,4.0,F,,,,,,,,,,,,
1V7,B:7,66.765,.,voice,b,_,1f#],_,1.0,.,,,,,,,,,,,,
1IVm7,A:7,68.296,newline,voice,cc#,_,2e,_,1.0,.,,,,,,,,,,,,
*>Letter>A,*>Letter>A,*>Letter>A,*>Letter>A,*>Letter>A,*>Letter>A,*>Letter>A,*>Letter>A,*>Letter>A,1.0,*>Letter>A,,,,,,,,,,,,
*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,1.0,*>Label>Verse,,,,,,,,,,,,
1Im7,E:7,71.266,newline,voice,e,_,1r,.,2.0,.,,,,,,,,,,,,
1Im7,E:7,72.765,.,voice,e,_,1r,.,4.0,.,,,,,,,,,,,,
1IVm7,A:7,74.265,.,voice,e,held,1r,.,4.0,.,,,,,,,,,,,,
1Im7,E:7,75.764,.,voice,e,_,1r,.,4.0,.,,,,,,,,,,,,
1Im7,E:7,77.263,newline,voice,e,-fore,1r,.,4.0,.,,,,,,,,,,,,
1Im7,E:7,78.779,.,voice,f#,_,1r,.,8.0,.,,,,,,,,,,,,
1V7,B:7,80.294,.,voice,d,_,1r,.,8.0,.,,,,,,,,,,,,
1V7,B:7,81.81,.,voice,r,.,1r,.,2.0,.,,,,,,,,,,,,
1Im7,E:7,83.325,newline,voice,B,I'll,4G#,I'll,4.0,.,,,,,,,,,,,,
1Im7b,E:7/3,84.819,.,voice,e,_,4B],_,4.0,.,,,,,,,,,,,,
1IVm7,A:7,86.313,.,voice,f#,_,8A],_,8.0,.,,,,,,,,,,,,
1-VI,C:maj,87.807,.,voice,ee_,_,2c_,_,2.0,.,,,,,,,,,,,,
1Im7,E:7,89.3,newline,voice,e,saw,2B,saw,2.0,.,,,,,,,,,,,,
1V7,B:7,90.788,.,voice,B,stand-,[2F#,stand-,2.0,D,,,,,,,,,,,,
1Im7,E:7,92.275,.,voice,E,_,4E],_,4.0,.,,,,,,,,,,,,
1V7,B:7,93.763,.,voice,r,.,1r,.,1.0,.,,,,,,,,,,,,
*>Letter>A,*>Letter>A,*>Letter>A,*>Letter>A,*>Letter>A,*>Letter>A,*>Letter>A,*>Letter>A,*>Letter>A,1.0,*>Letter>A,,,,,,,,,,,,
*>Label>Instrumental,*>Label>Instrumental,*>Label>Instrumental,*>Label>Instrumental,*>Label>Instrumental,*>Label>Instrumental,*>Label>Instrumental,*>Label>Instrumental,*>Label>Instrumental,1.0,*>Label>Instrumental,,,,,,,,,,,,
1Im7,E:7,95.25,newline,voice,r,.,1r,.,1.0,.,,,,,,,,,,,,
1Im7,E:7,96.729,.,voice,r,.,1r,.,1.0,.,,,,,,,,,,,,
1IVm7,A:7,98.209,.,voice,r,.,1r,.,1.0,.,,,,,,,,,,,,
1Im7,E:7,99.688,.,voice,r,.,1r,.,1.0,.,,,,,,,,,,,,
1Im7,E:7,101.168,newline,voice,r,.,1r,.,1.0,.,,,,,,,,,,,,
1Im7,E:7,102.664,.,voice,r,.,1r,.,1.0,.,,,,,,,,,,,,
1V7,B:7,104.161,.,voice,r,.,1r,.,1.0,.,,,,,,,,,,,,
1V7,B:7,105.657,.,voice,r,.,1r,.,1.0,.,,,,,,,,,,,,
1Im7,E:7,107.154,newline,voice,r,.,1r,.,1.0,.,,,,,,,,,,,,
2Im7,E:7,108.666,.,voice,r,.,1r,.,1.0,.,,,,,,,,,,,,
1IVm7,A:7,110.177,.,voice,r,.,1r,.,1.0,.,,,,,,,,,,,,
1iv,A:min,111.689,.,voice,r,.,1r,.,1.0,.,,,,,,,,,,,,
1Im7,E:7,113.201,newline,voice,r,.,1r,.,1.0,.,,,,,,,,,,,,
1V7,B:7,114.675,.,voice,r,.,1r,.,1.0,.,,,,,,,,,,,,
1Im7,E:7,116.149,.,voice,r,.,1r,.,1.0,.,,,,,,,,,,,,
1Im7,E:7,117.623,.,voice,r,.,2r,.,2.0,.,,,,,,,,,,,,
*>Letter>B,*>Letter>B,*>Letter>B,*>Letter>B,*>Letter>B,*>Letter>B,*>Letter>B,*>Letter>B,*>Letter>B,1.0,*>Letter>B,,,,,,,,,,,,
*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,1.0,*>Label>Chorus,,,,,,,,,,,,
1IVm7,A:7,119.097,newline,voice,g,heart,2A,heart,2.0,.,,,,,,,,,,,,
1IVm7,A:7,120.59,.,voice,e,_,4A],_,4.0,.,,,,,,,,,,,,
1IVm7,A:7,122.084,.,voice,g,crossed,2A,crossed,2.0,.,,,,,,,,,,,,
1IVm7,A:7,123.577,.,voice,e,_,4A],_,4.0,.,,,,,,,,,,,,
1IVm7,A:7,125.071,newline,voice,g,held,2A,held,2.0,.,,,,,,,,,,,,
1IVm7,A:7,126.587,.,voice,e,_,4A],_,4.0,.,,,,,,,,,,,,
1V7,B:7,128.103,.,voice,f#,mine,4B,mine,4.0,F,,,,,,,,,,,,
1V7,B:7,129.618,.,voice,b,_,1f#],_,1.0,.,,,,,,,,,,,,
1IVm7,A:7,131.134,newline,voice,cc#,_,1e,_,1.0,.,,,,,,,,,,,,
1IVm7,A:7,132.62,.,voice,cc#,_,1r,.,4.0,.,,,,,,,,,,,,
*>Letter>A,*>Letter>A,*>Letter>A,*>Letter>A,*>Letter>A,*>Letter>A,*>Letter>A,*>Letter>A,*>Letter>A,1.0,*>Letter>A,,,,,,,,,,,,
*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,1.0,*>Label>Verse,,,,,,,,,,,,
1Im7,E:7,134.106,newline,voice,e,danced,1r,.,2.0,D,,,,,,,,,,,,
1Im7,E:7,135.61,.,voice,e,_,1r,.,4.0,.,,,,,,,,,,,,
1IVm7,A:7,137.114,.,voice,e,held,1r,.,4.0,.,,,,,,,,,,,,
1Im7,E:7,138.618,.,voice,e,_,1r,.,4.0,.,,,,,,,,,,,,
1Im7,E:7,140.122,newline,voice,e,-fore,1r,.,4.0,.,,,,,,,,,,,,
1Im7,E:7,141.628,.,voice,f#,_,1r,.,8.0,.,,,,,,,,,,,,
1V7,B:7,143.134,.,voice,d,_,1r,.,8.0,.,,,,,,,,,,,,
1Im7,E:7,146.145,newline,voice,B,I'll,4G#,I'll,4.0,.,,,,,,,,,,,,
1Im7b,E:7/3,147.639,.,voice,e,_,4B],_,4.0,.,,,,,,,,,,,,
1IVm7,A:7,149.132,.,voice,f#,_,8A],_,8.0,.,,,,,,,,,,,,
1-VI,C:maj,150.625,.,voice,ee_,_,2c_,_,2.0,.,,,,,,,,,,,,
1Im7,E:7,152.118,newline,voice,e,saw,2B,saw,2.0,.,,,,,,,,,,,,
1V7,B:7,153.629,.,voice,B,stand-,[2F#,stand-,2.0,D,,,,,,,,,,,,
1Im7,E:7,155.14,.,voice,E,_,4E],_,4.0,.,,,,,,,,,,,,
1Im7,E:7,156.652,.,voice,r,.,1r,.,4.0,.,,,,,,,,,,,,
*>Letter>A,*>Letter>A,*>Letter>A,*>Letter>A,*>Letter>A,*>Letter>A,*>Letter>A,*>Letter>A,*>Letter>A,1.0,*>Letter>A,,,,,,,,,,,,
*>Label>Outro,*>Label>Outro,*>Label>Outro,*>Label>Outro,*>Label>Outro,*>Label>Outro,*>Label>Outro,*>Label>Outro,*>Label>Outro,1.0,*>Label>Outro,,,,,,,,,,,,
1Im7,E:7,158.163,newline,voice,e,saw,2B,saw,2.0,.,,,,,,,,,,,,
1V7,B:7,159.646,.,voice,B,stand-,[2F#,stand-,2.0,D,,,,,,,,,,,,
1Im7,E:7,161.129,.,voice,E,_,4E],_,4.0,.,,,,,,,,,,,,
1Im7,E:7,162.613,.,voice,B,Yeah,1r,.,4.0,.,,,,,,,,,,,,
1Im7,E:7,164.096,newline,voice,e,saw,2B,saw,2.0,.,,,,,,,,,,,,
1IVm7,A:7,167.064,.,voice,E,_,4E],_,4.0,.,,,,,,,,,,,,
1Im7,E:7,168.548,.,voice,r,.,1r,.,1.0,.,,,,,,,,,,,,
1r;,N,171.887,.,r,r,.,r;,.,1.0,.,,,,,,,,,,,,
1r;,N,175.83,.,r,r,.,r;,.,1.0,.,,,,,,,,,,,,
1r;,N,0,.,r,r,.,,,1.0,.,,,,,,,,,,,,
*>Letter>A,*>Letter>A,*>Letter>A,*>Letter>A,*>Letter>A,*>Letter>A,*>Letter>A,,,1.0,*>Letter>A,,,,,,,,,,,,
*>Label>Intro,*>Label>Intro,*>Label>Intro,*>Label>Intro,*>Label>Intro,*>Label>Intro,*>Label>Intro,,,1.0,*>Label>Intro,,,,,,,,,,,,
1I,E:maj,0.395,newline,guitar,r,.,,,1.0,.,,,,,,,,,,,,
1I,E:maj,2.166,.,guitar,r,.,,,1.0,.,,,,,,,,,,,,
1I,E:maj,3.937,.,guitar,r,.,,,1.0,.,,,,,,,,,,,,
1I,E:maj,5.708,.,guitar,r,.,,,1.0,.,,,,,,,,,,,,
*>Letter>B,*>Letter>B,*>Letter>B,*>Letter>B,*>Letter>B,*>Letter>B,*>Letter>B,,,1.0,*>Letter>B,,,,,,,,,,,,
*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,,,1.0,*>Label>Chorus,,,,,,,,,,,,
1I,E:maj,7.479,newline,voice,r,.,,,4.0,.,,,,,,,,,,,,
1I,E:maj,9.222,.,voice,r,.,,,1.0,.,,,,,,,,,,,,
1I,E:maj,10.965,.,voice,r,.,,,4.0,.,,,,,,,,,,,,
1I,E:maj,12.708,.,voice,r,.,,,1.0,.,,,,,,,,,,,,
1I,E:maj,14.45,newline,voice,r,.,,,4.0,.,,,,,,,,,,,,
1IV,A:maj,16.184,.,voice,G,kiss,,,8.0,.,,,,,,,,,,,,
1IV,A:maj,17.919,.,voice,G,say,,,8.0,.,,,,,,,,,,,,
1I,E:maj,19.653,.,voice,B,run,,,8.0,B,,,,,,,,,,,,
